"","incgroup_prepost","presapp_track"
"4621","$10,000-$12,499","Wrong Track"
"4622","$80,000-$89,999","Wrong Track"
"4623","$110,000-$124,999","Right Direction"
"4624","$25,000-$27,499","Right Direction"
"4625","Under $5,000","Right Direction"
"4626","$100,000-$109,999","Wrong Track"
"4627","$17,500-$19,999","Wrong Track"
"4628","$17,500-$19,999","Wrong Track"
"4629","$100,000-$109,999","Wrong Track"
"4630",NA,"Wrong Track"
"4631","$45,000-$49,999","Right Direction"
"4632","$100,000-$109,999","Right Direction"
"4633","$80,000-$89,999","Right Direction"
"4634","$25,000-$27,499","Wrong Track"
"4635","$250,000 Or More","Wrong Track"
"4636","$35,000-$39,999","Right Direction"
"4637","$75,000-$79,999","Wrong Track"
"4638","$175,000-$249,999","Wrong Track"
"4639","$60,000-$64,999","Wrong Track"
"4640","Under $5,000","Wrong Track"
"4641","$60,000-$64,999","Right Direction"
"4642","Under $5,000","Wrong Track"
"4643","$35,000-$39,999","Wrong Track"
"4644","$5,000-$9,999","Right Direction"
"4645","$80,000-$89,999","Wrong Track"
"4646","$22,500-$24,999","Wrong Track"
"4647","$30,000-$34,999","Wrong Track"
"4648","$75,000-$79,999","Wrong Track"
"4649","$60,000-$64,999","Wrong Track"
"4650","$75,000-$79,999","Wrong Track"
"4651","$75,000-$79,999","Wrong Track"
"4652","$22,500-$24,999","Wrong Track"
"4653","$10,000-$12,499","Wrong Track"
"4654","Under $5,000","Wrong Track"
"4655","Under $5,000","Right Direction"
"4656","$25,000-$27,499","Wrong Track"
"4657","$20,000-$22,499","Right Direction"
"4658","$175,000-$249,999","Wrong Track"
"4659","$80,000-$89,999","Wrong Track"
"4660","$125,000-$149,999","Wrong Track"
"4661","$90,000-$99,999","Wrong Track"
"4662","$35,000-$39,999","Wrong Track"
"4663","Under $5,000","Wrong Track"
"4664","$65,000-$69,999","Wrong Track"
"4665","$45,000-$49,999","Wrong Track"
"4666","$20,000-$22,499","Wrong Track"
"4667","$45,000-$49,999","Right Direction"
"4668","$90,000-$99,999","Wrong Track"
"4669","$90,000-$99,999","Wrong Track"
"4670","$45,000-$49,999","Wrong Track"
"4671","$55,000-$59,999","Wrong Track"
"4672","$80,000-$89,999","Wrong Track"
"4673","$110,000-$124,999","Wrong Track"
"4674","$70,000-$74,999","Wrong Track"
"4675","$75,000-$79,999","Right Direction"
"4676","$5,000-$9,999","Right Direction"
"4677","$70,000-$74,999","Right Direction"
"4678","Under $5,000","Right Direction"
"4679","$25,000-$27,499","Right Direction"
"4680","Under $5,000","Right Direction"
"4681","$12,500-$14,999","Right Direction"
"4682","$250,000 Or More","Right Direction"
"4683","$10,000-$12,499","Wrong Track"
"4684","$80,000-$89,999","Right Direction"
"4685","Under $5,000","Wrong Track"
"4686","$30,000-$34,999","Wrong Track"
"4687","$25,000-$27,499","Wrong Track"
"4688","$50,000-$54,999","Wrong Track"
"4689","Under $5,000","Wrong Track"
"4690","$150,000-$174,999","Right Direction"
"4691","$90,000-$99,999","Wrong Track"
"4692","$80,000-$89,999","Wrong Track"
"4693","$65,000-$69,999","Wrong Track"
"4694","Under $5,000",NA
"4695","$125,000-$149,999","Right Direction"
"4696","$75,000-$79,999","Right Direction"
"4697","$40,000-$44,999","Wrong Track"
"4698","Under $5,000","Wrong Track"
"4699","$30,000-$34,999","Wrong Track"
"4700","Under $5,000","Wrong Track"
"4701","$75,000-$79,999","Wrong Track"
"4702","$60,000-$64,999","Wrong Track"
"4703","$80,000-$89,999","Wrong Track"
"4704","$40,000-$44,999","Wrong Track"
"4705","Under $5,000","Wrong Track"
"4706","$75,000-$79,999","Wrong Track"
"4707","$15,000-$17,499","Wrong Track"
"4708","$150,000-$174,999","Right Direction"
"4709","$70,000-$74,999","Wrong Track"
"4710","$30,000-$34,999","Right Direction"
"4711","$15,000-$17,499","Right Direction"
"4712","$175,000-$249,999","Wrong Track"
"4713","$75,000-$79,999","Wrong Track"
"4714","$45,000-$49,999","Wrong Track"
"4715","$60,000-$64,999","Wrong Track"
"4716","Under $5,000","Right Direction"
"4717","$80,000-$89,999","Wrong Track"
"4718","$25,000-$27,499","Wrong Track"
"4719","$30,000-$34,999","Wrong Track"
"4720","$75,000-$79,999","Right Direction"
"4721","$40,000-$44,999","Wrong Track"
"4722","$17,500-$19,999","Right Direction"
"4723","$45,000-$49,999","Wrong Track"
"4724","$27,500-$29,999","Right Direction"
"4725","Under $5,000","Wrong Track"
"4726","$110,000-$124,999","Wrong Track"
"4727","$80,000-$89,999","Right Direction"
"4728","$30,000-$34,999","Right Direction"
"4729","$15,000-$17,499","Wrong Track"
"4730","$25,000-$27,499","Wrong Track"
"4731","$20,000-$22,499","Wrong Track"
"4732","$12,500-$14,999","Wrong Track"
"4733","$125,000-$149,999","Wrong Track"
"4734",NA,"Wrong Track"
"4735","$100,000-$109,999","Wrong Track"
"4736","$15,000-$17,499","Right Direction"
"4737","$40,000-$44,999","Right Direction"
"4738","$27,500-$29,999","Wrong Track"
"4739","$30,000-$34,999","Wrong Track"
"4740","$45,000-$49,999","Wrong Track"
"4741","$25,000-$27,499","Wrong Track"
"4742","$70,000-$74,999","Right Direction"
"4743","$40,000-$44,999","Right Direction"
"4744","$90,000-$99,999","Right Direction"
"4745","$100,000-$109,999","Wrong Track"
"4746","$22,500-$24,999","Right Direction"
"4747","$175,000-$249,999","Right Direction"
"4748","$70,000-$74,999","Wrong Track"
"4749","$25,000-$27,499","Wrong Track"
"4750","Under $5,000","Wrong Track"
"4751","$5,000-$9,999","Wrong Track"
"4752","Under $5,000","Wrong Track"
"4753","$35,000-$39,999","Right Direction"
"4754","$27,500-$29,999","Wrong Track"
"4755","$175,000-$249,999","Wrong Track"
"4756","$22,500-$24,999","Right Direction"
"4757","$250,000 Or More","Right Direction"
"4758","$12,500-$14,999","Wrong Track"
"4759","$125,000-$149,999","Wrong Track"
"4760","$100,000-$109,999","Right Direction"
"4761","Under $5,000","Wrong Track"
"4762","Under $5,000","Right Direction"
"4763","$80,000-$89,999","Right Direction"
"4764","$17,500-$19,999","Wrong Track"
"4765","$75,000-$79,999","Right Direction"
"4766","$55,000-$59,999","Wrong Track"
"4767","Under $5,000","Wrong Track"
"4768","$150,000-$174,999","Wrong Track"
"4769","$110,000-$124,999","Right Direction"
"4770","$100,000-$109,999","Wrong Track"
"4771","Under $5,000","Right Direction"
"4772","$15,000-$17,499","Wrong Track"
"4773","$150,000-$174,999","Right Direction"
"4774","$15,000-$17,499","Wrong Track"
"4775","$10,000-$12,499","Wrong Track"
"4776","$20,000-$22,499","Right Direction"
"4777","Under $5,000","Right Direction"
"4778","$35,000-$39,999","Wrong Track"
"4779","$125,000-$149,999","Wrong Track"
"4780","$25,000-$27,499","Wrong Track"
"4781","$100,000-$109,999","Right Direction"
"4782","$110,000-$124,999","Wrong Track"
"4783","$40,000-$44,999","Right Direction"
"4784","$60,000-$64,999","Right Direction"
"4785","$110,000-$124,999","Wrong Track"
"4786","$17,500-$19,999","Right Direction"
"4787","$22,500-$24,999","Wrong Track"
"4788","$25,000-$27,499","Wrong Track"
"4789","$65,000-$69,999","Wrong Track"
"4790","$80,000-$89,999","Wrong Track"
"4791","Under $5,000","Right Direction"
"4792","$80,000-$89,999","Right Direction"
"4793","$150,000-$174,999","Right Direction"
"4794","$75,000-$79,999","Wrong Track"
"4795","$40,000-$44,999","Wrong Track"
"4796","$125,000-$149,999","Wrong Track"
"4797","$40,000-$44,999","Wrong Track"
"4798","$5,000-$9,999","Right Direction"
"4799","$80,000-$89,999","Wrong Track"
"4800","$17,500-$19,999","Wrong Track"
"4801","Under $5,000","Right Direction"
"4802","$60,000-$64,999","Wrong Track"
"4803","$30,000-$34,999","Right Direction"
"4804","Under $5,000","Right Direction"
"4805","$30,000-$34,999","Wrong Track"
"4806","$45,000-$49,999","Wrong Track"
"4807","$15,000-$17,499","Wrong Track"
"4808","Under $5,000","Wrong Track"
"4809","$60,000-$64,999","Wrong Track"
"4810","Under $5,000","Wrong Track"
"4811","$125,000-$149,999","Wrong Track"
"4812","$70,000-$74,999","Wrong Track"
"4813","Under $5,000","Wrong Track"
"4814","$110,000-$124,999","Right Direction"
"4815","$15,000-$17,499","Wrong Track"
"4816","$110,000-$124,999","Wrong Track"
"4817","$100,000-$109,999","Wrong Track"
"4818","$15,000-$17,499","Wrong Track"
"4819","$40,000-$44,999","Right Direction"
"4820","$15,000-$17,499","Right Direction"
"4821","$150,000-$174,999","Right Direction"
"4822","Under $5,000","Wrong Track"
"4823","$65,000-$69,999","Right Direction"
"4824","$110,000-$124,999","Wrong Track"
"4825","$80,000-$89,999","Wrong Track"
"4826","$12,500-$14,999","Right Direction"
"4827","$35,000-$39,999","Wrong Track"
"4828","$60,000-$64,999","Wrong Track"
"4829","$25,000-$27,499","Wrong Track"
"4830","$30,000-$34,999","Wrong Track"
"4831","$10,000-$12,499","Wrong Track"
"4832","Under $5,000","Right Direction"
"4833","$80,000-$89,999","Right Direction"
"4834","$150,000-$174,999","Wrong Track"
"4835","$30,000-$34,999","Wrong Track"
"4836","$15,000-$17,499","Wrong Track"
"4837","$30,000-$34,999","Right Direction"
"4838","$90,000-$99,999","Wrong Track"
"4839","$27,500-$29,999","Wrong Track"
"4840",NA,"Wrong Track"
"4841","$5,000-$9,999","Wrong Track"
"4842","$25,000-$27,499","Wrong Track"
"4843","$45,000-$49,999","Right Direction"
"4844","$5,000-$9,999","Wrong Track"
"4845","$100,000-$109,999","Wrong Track"
"4846","$125,000-$149,999","Wrong Track"
"4847","$75,000-$79,999","Wrong Track"
"4848","Under $5,000","Right Direction"
"4849","$60,000-$64,999","Wrong Track"
"4850","$100,000-$109,999","Wrong Track"
"4851","$45,000-$49,999","Wrong Track"
"4852","$5,000-$9,999","Wrong Track"
"4853","$60,000-$64,999","Wrong Track"
"4854","$125,000-$149,999","Wrong Track"
"4855","$110,000-$124,999","Right Direction"
"4856","$60,000-$64,999","Wrong Track"
"4857","$40,000-$44,999","Wrong Track"
"4858","$10,000-$12,499","Right Direction"
"4859","$80,000-$89,999","Wrong Track"
"4860","$45,000-$49,999","Right Direction"
"4861",NA,"Wrong Track"
"4862","$35,000-$39,999","Wrong Track"
"4863","$25,000-$27,499","Wrong Track"
"4864","$30,000-$34,999","Wrong Track"
"4865","$30,000-$34,999","Right Direction"
"4866","$50,000-$54,999","Wrong Track"
"4867","$55,000-$59,999","Right Direction"
"4868","$55,000-$59,999","Wrong Track"
"4869","$65,000-$69,999","Right Direction"
"4870","$50,000-$54,999","Wrong Track"
"4871","$70,000-$74,999","Wrong Track"
"4872","$20,000-$22,499","Wrong Track"
"4873","Under $5,000","Wrong Track"
"4874","$65,000-$69,999","Right Direction"
"4875","$50,000-$54,999","Right Direction"
"4876","$20,000-$22,499","Wrong Track"
"4877","$45,000-$49,999","Wrong Track"
"4878","$90,000-$99,999","Wrong Track"
"4879","$50,000-$54,999","Right Direction"
"4880","$65,000-$69,999","Wrong Track"
"4881",NA,"Wrong Track"
"4882","$100,000-$109,999","Wrong Track"
"4883","$250,000 Or More","Wrong Track"
"4884","$75,000-$79,999","Wrong Track"
"4885","$25,000-$27,499","Wrong Track"
"4886","$50,000-$54,999","Wrong Track"
"4887","$90,000-$99,999","Wrong Track"
"4888","$90,000-$99,999","Wrong Track"
"4889","$35,000-$39,999","Wrong Track"
"4890","$15,000-$17,499","Right Direction"
"4891","$40,000-$44,999","Right Direction"
"4892","$55,000-$59,999","Wrong Track"
"4893","$125,000-$149,999","Right Direction"
"4894","$110,000-$124,999","Right Direction"
"4895","$10,000-$12,499","Wrong Track"
"4896","$17,500-$19,999","Right Direction"
"4897","$150,000-$174,999","Right Direction"
"4898","$110,000-$124,999","Wrong Track"
"4899","$75,000-$79,999","Right Direction"
"4900","$65,000-$69,999","Right Direction"
"4901","$110,000-$124,999","Wrong Track"
"4902","$70,000-$74,999","Wrong Track"
"4903","$5,000-$9,999","Wrong Track"
"4904","$10,000-$12,499","Wrong Track"
"4905","Under $5,000","Wrong Track"
"4906","$80,000-$89,999","Right Direction"
"4907","$35,000-$39,999","Wrong Track"
"4908","$65,000-$69,999","Right Direction"
"4909","$10,000-$12,499","Right Direction"
"4910","$35,000-$39,999","Right Direction"
"4911","$50,000-$54,999","Wrong Track"
"4912","$90,000-$99,999","Right Direction"
"4913","$15,000-$17,499","Wrong Track"
"4914","$50,000-$54,999","Right Direction"
"4915","$65,000-$69,999","Wrong Track"
"4916","$22,500-$24,999","Wrong Track"
"4917",NA,"Wrong Track"
"4918","$40,000-$44,999","Right Direction"
"4919","$10,000-$12,499","Wrong Track"
"4920","$90,000-$99,999","Wrong Track"
"4921",NA,"Wrong Track"
"4922","Under $5,000","Wrong Track"
"4923","Under $5,000","Wrong Track"
"4924","Under $5,000","Wrong Track"
"4925","$35,000-$39,999","Right Direction"
"4926","$5,000-$9,999","Right Direction"
"4927","$110,000-$124,999","Right Direction"
"4928","Under $5,000","Wrong Track"
"4929","$175,000-$249,999","Right Direction"
"4930","Under $5,000","Wrong Track"
"4931","$15,000-$17,499","Right Direction"
"4932","$60,000-$64,999","Right Direction"
"4933","$25,000-$27,499","Wrong Track"
"4934","$90,000-$99,999","Wrong Track"
"4935","$5,000-$9,999","Right Direction"
"4936","$70,000-$74,999","Wrong Track"
"4937","$100,000-$109,999","Right Direction"
"4938",NA,"Right Direction"
"4939","$27,500-$29,999","Wrong Track"
"4940","Under $5,000","Wrong Track"
"4941","$65,000-$69,999","Right Direction"
"4942","$110,000-$124,999","Right Direction"
"4943","$250,000 Or More","Wrong Track"
"4944","$5,000-$9,999","Wrong Track"
"4945","$150,000-$174,999","Wrong Track"
"4946","$90,000-$99,999","Wrong Track"
"4947","$110,000-$124,999","Wrong Track"
"4948","$12,500-$14,999","Wrong Track"
"4949","$35,000-$39,999","Wrong Track"
"4950","$250,000 Or More","Right Direction"
"4951","$125,000-$149,999","Wrong Track"
"4952","$25,000-$27,499","Wrong Track"
"4953","$5,000-$9,999","Wrong Track"
"4954","Under $5,000","Wrong Track"
"4955","$70,000-$74,999","Right Direction"
"4956","$35,000-$39,999","Right Direction"
"4957","$70,000-$74,999","Wrong Track"
"4958","$45,000-$49,999","Right Direction"
"4959","Under $5,000","Wrong Track"
"4960","$125,000-$149,999","Right Direction"
"4961","$100,000-$109,999","Right Direction"
"4962","$175,000-$249,999","Wrong Track"
"4963","Under $5,000","Right Direction"
"4964","Under $5,000","Right Direction"
"4965","$45,000-$49,999","Wrong Track"
"4966","$35,000-$39,999","Wrong Track"
"4967","$70,000-$74,999","Right Direction"
"4968","$25,000-$27,499","Wrong Track"
"4969","$25,000-$27,499","Right Direction"
"4970","$50,000-$54,999","Wrong Track"
"4971","$15,000-$17,499","Wrong Track"
"4972","$30,000-$34,999","Right Direction"
"4973","$90,000-$99,999","Right Direction"
"4974","$15,000-$17,499","Wrong Track"
"4975","$35,000-$39,999","Wrong Track"
"4976","$90,000-$99,999","Right Direction"
"4977","$55,000-$59,999","Wrong Track"
"4978","$17,500-$19,999","Right Direction"
"4979","$35,000-$39,999","Wrong Track"
"4980","Under $5,000","Wrong Track"
"4981",NA,"Wrong Track"
"4982","$30,000-$34,999","Wrong Track"
"4983","Under $5,000","Wrong Track"
"4984","$50,000-$54,999","Wrong Track"
"4985","$150,000-$174,999","Wrong Track"
"4986","$125,000-$149,999","Right Direction"
"4987","Under $5,000","Right Direction"
"4988","$35,000-$39,999","Wrong Track"
"4989","$50,000-$54,999","Wrong Track"
"4990","$30,000-$34,999","Right Direction"
"4991","Under $5,000","Right Direction"
"4992","$10,000-$12,499","Wrong Track"
"4993","Under $5,000","Wrong Track"
"4994","$15,000-$17,499","Wrong Track"
"4995","$50,000-$54,999","Wrong Track"
"4996","$22,500-$24,999","Wrong Track"
"4997","$15,000-$17,499","Wrong Track"
"4998","$250,000 Or More","Wrong Track"
"4999","Under $5,000","Wrong Track"
"5000","$75,000-$79,999","Wrong Track"
"5001","$25,000-$27,499","Wrong Track"
"5002","$30,000-$34,999","Wrong Track"
"5003","$250,000 Or More","Right Direction"
"5004","$12,500-$14,999","Right Direction"
"5005","$17,500-$19,999","Right Direction"
"5006","$50,000-$54,999","Wrong Track"
"5007","$35,000-$39,999","Right Direction"
"5008","$40,000-$44,999","Wrong Track"
"5009","Under $5,000","Wrong Track"
"5010","$25,000-$27,499","Wrong Track"
"5011",NA,NA
"5012","$25,000-$27,499","Wrong Track"
"5013","$75,000-$79,999","Wrong Track"
"5014","$65,000-$69,999","Right Direction"
"5015","$60,000-$64,999","Wrong Track"
"5016","Under $5,000","Right Direction"
"5017","$75,000-$79,999","Wrong Track"
"5018","$35,000-$39,999","Right Direction"
"5019","$20,000-$22,499","Right Direction"
"5020","$12,500-$14,999","Wrong Track"
"5021","$60,000-$64,999","Wrong Track"
"5022","$110,000-$124,999","Right Direction"
"5023","$75,000-$79,999","Right Direction"
"5024","$75,000-$79,999","Wrong Track"
"5025","$80,000-$89,999","Right Direction"
"5026","$90,000-$99,999","Right Direction"
"5027","$40,000-$44,999","Wrong Track"
"5028","$55,000-$59,999","Wrong Track"
"5029","$20,000-$22,499","Wrong Track"
"5030","$65,000-$69,999","Wrong Track"
"5031","$80,000-$89,999","Wrong Track"
"5032","$65,000-$69,999","Right Direction"
"5033","Under $5,000","Wrong Track"
"5034","$80,000-$89,999","Wrong Track"
"5035","$75,000-$79,999","Wrong Track"
"5036","$30,000-$34,999","Right Direction"
"5037","$45,000-$49,999","Wrong Track"
"5038","$175,000-$249,999","Right Direction"
"5039","$27,500-$29,999","Wrong Track"
"5040","$25,000-$27,499","Wrong Track"
"5041","$90,000-$99,999","Wrong Track"
"5042","$80,000-$89,999","Right Direction"
"5043","$25,000-$27,499","Wrong Track"
"5044","$65,000-$69,999","Wrong Track"
"5045","$55,000-$59,999","Wrong Track"
"5046","$70,000-$74,999","Wrong Track"
"5047","$40,000-$44,999","Right Direction"
"5048","$60,000-$64,999","Wrong Track"
"5049","$50,000-$54,999","Wrong Track"
"5050","Under $5,000","Right Direction"
"5051","$45,000-$49,999","Wrong Track"
"5052","Under $5,000","Wrong Track"
"5053","$35,000-$39,999","Wrong Track"
"5054","$35,000-$39,999","Wrong Track"
"5055","$125,000-$149,999","Wrong Track"
"5056","$60,000-$64,999","Right Direction"
"5057","$27,500-$29,999","Wrong Track"
"5058","$12,500-$14,999","Right Direction"
"5059","$20,000-$22,499","Right Direction"
"5060","$12,500-$14,999","Right Direction"
"5061","$90,000-$99,999","Wrong Track"
"5062","$150,000-$174,999","Wrong Track"
"5063","$100,000-$109,999","Right Direction"
"5064","$80,000-$89,999","Wrong Track"
"5065","$110,000-$124,999","Right Direction"
"5066","Under $5,000","Wrong Track"
"5067","$80,000-$89,999","Wrong Track"
"5068","$10,000-$12,499","Wrong Track"
"5069","$25,000-$27,499","Wrong Track"
"5070","$20,000-$22,499","Wrong Track"
"5071","Under $5,000","Right Direction"
"5072","$20,000-$22,499","Wrong Track"
"5073","Under $5,000","Wrong Track"
"5074","$40,000-$44,999","Wrong Track"
"5075","$20,000-$22,499","Right Direction"
"5076","$22,500-$24,999","Right Direction"
"5077","Under $5,000","Right Direction"
"5078",NA,"Right Direction"
"5079","$45,000-$49,999","Wrong Track"
"5080","$55,000-$59,999","Right Direction"
"5081","Under $5,000","Right Direction"
"5082","$150,000-$174,999","Right Direction"
"5083","$75,000-$79,999","Wrong Track"
"5084","$30,000-$34,999","Right Direction"
"5085","$110,000-$124,999","Right Direction"
"5086","$70,000-$74,999","Right Direction"
"5087","Under $5,000","Right Direction"
"5088","$110,000-$124,999","Wrong Track"
"5089","$60,000-$64,999","Wrong Track"
"5090","$90,000-$99,999","Wrong Track"
"5091","$45,000-$49,999","Wrong Track"
"5092","$65,000-$69,999","Right Direction"
"5093",NA,"Right Direction"
"5094","$150,000-$174,999","Right Direction"
"5095","$90,000-$99,999","Wrong Track"
"5096","$27,500-$29,999","Wrong Track"
"5097","$27,500-$29,999","Wrong Track"
"5098","$125,000-$149,999","Wrong Track"
"5099","$55,000-$59,999","Wrong Track"
"5100","Under $5,000","Right Direction"
"5101","$30,000-$34,999","Wrong Track"
"5102","$65,000-$69,999","Wrong Track"
"5103","$80,000-$89,999","Wrong Track"
"5104","$80,000-$89,999","Right Direction"
"5105","$27,500-$29,999","Wrong Track"
"5106","$100,000-$109,999","Right Direction"
"5107","$175,000-$249,999","Right Direction"
"5108","$50,000-$54,999","Wrong Track"
"5109","$30,000-$34,999","Wrong Track"
"5110","$15,000-$17,499","Right Direction"
"5111","$35,000-$39,999","Right Direction"
"5112","$40,000-$44,999","Right Direction"
"5113","$80,000-$89,999","Right Direction"
"5114","$70,000-$74,999","Right Direction"
"5115","$35,000-$39,999","Wrong Track"
"5116","$35,000-$39,999","Wrong Track"
"5117","$100,000-$109,999","Right Direction"
"5118","$17,500-$19,999","Right Direction"
"5119","Under $5,000","Right Direction"
"5120","Under $5,000","Wrong Track"
"5121","$40,000-$44,999","Right Direction"
"5122","Under $5,000","Wrong Track"
"5123","$40,000-$44,999","Wrong Track"
"5124","$30,000-$34,999","Wrong Track"
"5125","$70,000-$74,999","Wrong Track"
"5126","$27,500-$29,999","Wrong Track"
"5127","$25,000-$27,499","Wrong Track"
"5128","$50,000-$54,999","Right Direction"
"5129","$40,000-$44,999","Wrong Track"
"5130","$10,000-$12,499","Right Direction"
"5131","$125,000-$149,999","Wrong Track"
"5132","Under $5,000","Wrong Track"
"5133","$80,000-$89,999","Wrong Track"
"5134","$50,000-$54,999","Right Direction"
"5135","$70,000-$74,999","Right Direction"
"5136","$50,000-$54,999","Wrong Track"
"5137","$40,000-$44,999","Right Direction"
"5138","$10,000-$12,499","Right Direction"
"5139","$35,000-$39,999","Right Direction"
"5140","$150,000-$174,999","Right Direction"
"5141","$80,000-$89,999","Wrong Track"
"5142",NA,"Wrong Track"
"5143","$150,000-$174,999","Wrong Track"
"5144","$20,000-$22,499","Wrong Track"
"5145","$45,000-$49,999","Wrong Track"
"5146","$110,000-$124,999","Wrong Track"
"5147","$110,000-$124,999","Right Direction"
"5148","$125,000-$149,999","Wrong Track"
"5149","$55,000-$59,999","Wrong Track"
"5150","$100,000-$109,999","Wrong Track"
"5151","$40,000-$44,999","Wrong Track"
"5152","$80,000-$89,999","Right Direction"
"5153","$50,000-$54,999","Wrong Track"
"5154","$40,000-$44,999","Right Direction"
"5155","$20,000-$22,499","Right Direction"
"5156","$60,000-$64,999","Right Direction"
"5157","$250,000 Or More","Right Direction"
"5158","$5,000-$9,999","Right Direction"
"5159","$100,000-$109,999","Right Direction"
"5160","$75,000-$79,999","Wrong Track"
"5161","$30,000-$34,999","Right Direction"
"5162","$80,000-$89,999","Wrong Track"
"5163","$125,000-$149,999","Wrong Track"
"5164","$75,000-$79,999","Right Direction"
"5165","$25,000-$27,499","Wrong Track"
"5166","$100,000-$109,999","Wrong Track"
"5167","$110,000-$124,999","Wrong Track"
"5168","$110,000-$124,999","Wrong Track"
"5169","$35,000-$39,999","Right Direction"
"5170","$65,000-$69,999","Right Direction"
"5171","$65,000-$69,999","Wrong Track"
"5172","$25,000-$27,499","Right Direction"
"5173","Under $5,000","Right Direction"
"5174","Under $5,000","Wrong Track"
"5175","Under $5,000","Wrong Track"
"5176","$5,000-$9,999","Wrong Track"
"5177","$70,000-$74,999","Wrong Track"
"5178","$30,000-$34,999","Wrong Track"
"5179","$45,000-$49,999","Right Direction"
"5180","$100,000-$109,999","Right Direction"
"5181","$12,500-$14,999","Wrong Track"
"5182","$150,000-$174,999","Wrong Track"
"5183","$20,000-$22,499","Wrong Track"
"5184","Under $5,000","Right Direction"
"5185","$15,000-$17,499","Wrong Track"
"5186","$35,000-$39,999","Right Direction"
"5187","$125,000-$149,999","Right Direction"
"5188","$125,000-$149,999","Wrong Track"
"5189","$40,000-$44,999","Wrong Track"
"5190","$100,000-$109,999","Wrong Track"
"5191","$30,000-$34,999","Wrong Track"
"5192","Under $5,000","Wrong Track"
"5193","$40,000-$44,999","Right Direction"
"5194","$20,000-$22,499","Right Direction"
"5195","$55,000-$59,999","Wrong Track"
"5196","$30,000-$34,999","Wrong Track"
"5197","$25,000-$27,499","Right Direction"
"5198","$5,000-$9,999","Wrong Track"
"5199","$70,000-$74,999","Wrong Track"
"5200","$100,000-$109,999","Wrong Track"
"5201","$30,000-$34,999","Wrong Track"
"5202","$70,000-$74,999","Right Direction"
"5203","$75,000-$79,999","Wrong Track"
"5204","$27,500-$29,999","Right Direction"
"5205","$125,000-$149,999","Wrong Track"
"5206","$70,000-$74,999","Wrong Track"
"5207","$90,000-$99,999","Wrong Track"
"5208","$5,000-$9,999","Right Direction"
"5209","$70,000-$74,999","Wrong Track"
"5210","Under $5,000","Right Direction"
"5211","$90,000-$99,999","Right Direction"
"5212","$12,500-$14,999","Wrong Track"
"5213","$55,000-$59,999","Wrong Track"
"5214","Under $5,000","Right Direction"
"5215","$12,500-$14,999","Right Direction"
"5216","$75,000-$79,999","Wrong Track"
"5217","$75,000-$79,999","Wrong Track"
"5218","$125,000-$149,999","Right Direction"
"5219","$30,000-$34,999","Wrong Track"
"5220","Under $5,000","Right Direction"
"5221","$10,000-$12,499","Wrong Track"
"5222","$20,000-$22,499","Wrong Track"
"5223","$20,000-$22,499","Wrong Track"
"5224","$30,000-$34,999","Wrong Track"
"5225","Under $5,000","Right Direction"
"5226","Under $5,000","Right Direction"
"5227","$5,000-$9,999","Right Direction"
"5228","$5,000-$9,999","Right Direction"
"5229","Under $5,000","Wrong Track"
"5230","$35,000-$39,999","Right Direction"
"5231","$80,000-$89,999","Wrong Track"
"5232","$100,000-$109,999","Wrong Track"
"5233","$60,000-$64,999","Wrong Track"
"5234","$65,000-$69,999","Right Direction"
"5235","Under $5,000","Wrong Track"
"5236","$30,000-$34,999","Right Direction"
"5237","$40,000-$44,999","Wrong Track"
"5238","$100,000-$109,999","Wrong Track"
"5239","$20,000-$22,499","Right Direction"
"5240","Under $5,000","Right Direction"
"5241","$125,000-$149,999","Wrong Track"
"5242","$20,000-$22,499","Right Direction"
"5243","$20,000-$22,499","Wrong Track"
"5244","$15,000-$17,499","Wrong Track"
"5245","$125,000-$149,999","Right Direction"
"5246","Under $5,000","Wrong Track"
"5247","$50,000-$54,999","Wrong Track"
"5248","$80,000-$89,999","Wrong Track"
"5249","$150,000-$174,999","Wrong Track"
"5250","$70,000-$74,999","Wrong Track"
"5251","$50,000-$54,999","Wrong Track"
"5252","$100,000-$109,999","Right Direction"
"5253","Under $5,000","Wrong Track"
"5254","$110,000-$124,999","Wrong Track"
"5255","$110,000-$124,999","Wrong Track"
"5256","$22,500-$24,999","Wrong Track"
"5257","$15,000-$17,499","Wrong Track"
"5258","$35,000-$39,999","Wrong Track"
"5259","$20,000-$22,499","Wrong Track"
"5260","$60,000-$64,999","Wrong Track"
"5261","$35,000-$39,999","Wrong Track"
"5262","$80,000-$89,999","Wrong Track"
"5263","$20,000-$22,499","Right Direction"
"5264","$125,000-$149,999","Wrong Track"
"5265","$10,000-$12,499","Wrong Track"
"5266","$65,000-$69,999","Right Direction"
"5267","$15,000-$17,499","Wrong Track"
"5268","$30,000-$34,999","Wrong Track"
"5269","$80,000-$89,999","Wrong Track"
"5270","$90,000-$99,999","Wrong Track"
"5271","$60,000-$64,999","Wrong Track"
"5272","$80,000-$89,999","Wrong Track"
"5273","$40,000-$44,999","Wrong Track"
"5274","$100,000-$109,999","Wrong Track"
"5275","$17,500-$19,999","Right Direction"
"5276","$40,000-$44,999","Right Direction"
"5277","Under $5,000","Wrong Track"
"5278","$27,500-$29,999","Wrong Track"
"5279","$250,000 Or More","Wrong Track"
"5280","$80,000-$89,999","Wrong Track"
"5281","$100,000-$109,999","Wrong Track"
